_date, average_price , total_volume ,_4046,_4225,_4770,total_bags,type,year,geography
23/01/2022 0:00, 1.04 ," 27,031.09 ",24364.33,2651.2,15.56,26830.22,conventional,2022,Wichita
16/01/2022 0:00, 1.13 ," 24,480.62 ",21045.78,3432.94,1.89,29891.44,conventional,2022,Wichita
09/01/2022 0:00, 1.06 ," 26,652.71 ",19876.52,6774.03,2.17,24440.63,conventional,2022,Wichita
03/01/2022 0:00, 1.02 ," 24,371.59 ",18181.85,6184.32,5.42,29254.67,conventional,2022,Wichita
23/01/2022 0:00, 1.43 ," 2,267,715.93 ",1542076.29,562079.04,163560.59,1315035.76,conventional,2022,California
16/01/2022 0:00, 1.41 ," 2,398,953.39 ",1714591.2,549155,135207.19,1441219.87,conventional,2022,California
09/01/2022 0:00, 1.28 ," 2,239,482.60 ",1382604.52,691142.75,165735.32,1454580.16,conventional,2022,California
03/01/2022 0:00, 1.20 ," 2,289,408.21 ",1328170.4,778296.63,182941.17,1309717.65,conventional,2022,California
23/01/2022 0:00, 1.21 ," 1,714,190.12 ",984900.78,503376.17,225913.18,836305.08,conventional,2022,Great Lakes
16/01/2022 0:00, 1.13 ," 1,635,577.05 ",1064787.03,429619.16,141170.87,995313.87,conventional,2022,Great Lakes
09/01/2022 0:00, 1.08 ," 1,860,175.42 ",1281752.61,431599.49,146823.32,832116.95,conventional,2022,Great Lakes
03/01/2022 0:00, 0.94 ," 2,221,952.92 ",1106859.87,735858.85,379234.2,789912.39,conventional,2022,Great Lakes
23/01/2022 0:00, 1.30 ," 1,729,061.97 ",1218808.03,497566.39,12687.55,1250375.87,conventional,2022,Midsouth
16/01/2022 0:00, 1.22 ," 1,917,640.89 ",1355900.48,548332.81,13407.59,1446441.13,conventional,2022,Midsouth
09/01/2022 0:00, 1.11 ," 2,105,793.14 ",1525541.35,564971.17,15280.6,1375580.73,conventional,2022,Midsouth
03/01/2022 0:00, 1.10 ," 1,846,901.00 ",1338382.5,493264.92,15253.58,1416662.62,conventional,2022,Midsouth
23/01/2022 0:00, 1.42 ," 3,103,194.70 ",1205715.78,1896277.32,1201.6,1717455.38,conventional,2022,Northeast
16/01/2022 0:00, 1.35 ," 3,598,368.51 ",1649183.56,1947744.65,1440.3,1767996.03,conventional,2022,Northeast
09/01/2022 0:00, 1.37 ," 3,218,609.90 ",1246494.22,1970650.48,1465.21,1706592.15,conventional,2022,Northeast
